---------- Commits List ---------

Commit[ID= 7c3ea3ce5c67361c2d20e2097b8cc9534297c136, release= 0.9.0, creationDate= 2006-05-02]

Commit[ID= 8a66927c2d37d91c9e55cfadc252a5c5c9eeec76, release= 2.0.0-M3, creationDate= 2009-08-25]

Commit[ID= ec43fccfff61d60efb19ea779a0a0f252a65b5a4, release= 2.0.0-M3, creationDate= 2009-08-25]

Commit[ID= f61ff608429d9705eca867b78dc881fb5890a956, release= 2.0.0-M3, creationDate= 2009-08-25]

Commit[ID= e19c75a9c3e067ff75e6bd7444d8e18785418036, release= 2.0.0-M3, creationDate= 2009-08-26]

Commit[ID= 4083018e380a5c8a08323a43dc49fa8dda3635e0, release= 2.0.0-M3, creationDate= 2009-08-26]

Commit[ID= aedc261abc6fddb00f815e5c68906ef7b2e255fc, release= 2.0.0-M3, creationDate= 2009-08-26]

Commit[ID= f68c531a5ba53768e00daa7fad5749f4ad31da6b, release= 2.0.0-M3, creationDate= 2009-08-26]

Commit[ID= 9177e9369af17d0ad68a95401a23db6555eb9077, release= 2.0.0-M3, creationDate= 2009-08-27]

Commit[ID= f6ae418aa546bf481bf5079ade672c0aa41bf188, release= 2.0.0-M3, creationDate= 2009-08-27]

Commit[ID= f06d862ec60cd1ab679152e0c7c6588c3b6282e1, ticket= OPENJPA-386, release= 2.0.0-M3, creationDate= 2009-08-27]

Commit[ID= 39da6319dd33c1b22c9ff3ea4f228f5d7c7050da, release= 2.0.0-M3, creationDate= 2009-08-27]

Commit[ID= 6305be480bc3a82149f2c25b09a1980224e36e94, release= 2.0.0-M3, creationDate= 2009-08-27]

Commit[ID= 12015d3f1d0eb3210d41bf90ef16dd15f0e72eca, release= 2.0.0-M3, creationDate= 2009-08-28]

Commit[ID= 149dbef93b99ab50350f352a4864054c38ec863d, release= 2.0.0-M3, creationDate= 2009-08-28]

Commit[ID= 250186fbcbf7b82437ae4e912cdcd92bab8640b8, ticket= OPENJPA-1100, release= 2.0.0-M3, creationDate= 2009-08-28]

Commit[ID= 78e93abb515193f3b1abd00ee9074186527fb110, ticket= OPENJPA-1269, release= 2.0.0-M3, creationDate= 2009-08-28]

Commit[ID= 991cdcae7da3904a932bf9c5c453a6de0685e8c9, release= 2.0.0-M3, creationDate= 2009-08-28]

Commit[ID= d02f0688aece4914a1180be2d659f8ccb821f715, release= 2.0.0-M3, creationDate= 2009-08-28]

Commit[ID= fdcbdccae05b5006770f9965b45cab5526c7655d, release= 2.0.0-M3, creationDate= 2009-08-28]

Commit[ID= fe44661dc2614e44953e0d9aaba56e89954ccab5, release= 2.0.0-M3, creationDate= 2009-08-28]

Commit[ID= 0795778d3d9f1b3b8b3dd7036fd98df6970a23b3, release= 2.0.0-M3, creationDate= 2009-08-28]

Commit[ID= f214d9f3971bd2f0b5c25574664c57841025dd7b, release= 2.0.0-M3, creationDate= 2009-08-28]

Commit[ID= f13af4a400bfb678948ed7c37d45ac694f161de2, release= 2.0.0-M3, creationDate= 2009-08-31]

Commit[ID= e6ccbb0c0d88be3f36ea97f1f9ec9debcc5fc4e5, release= 2.0.0-M3, creationDate= 2009-09-01]

Commit[ID= 69cf52f68d306838a40ffbadab9b3444be5f7f4a, ticket= OPENJPA-1279, release= 2.0.0-M3, creationDate= 2009-09-01]

Commit[ID= e39a9a09e006697ef6182939c9885071e5e8d476, release= 2.0.0-M3, creationDate= 2009-09-01]

Commit[ID= b32bf1b73002fe2ebead452099af311ab1b93367, release= 2.0.0-M3, creationDate= 2009-09-01]

Commit[ID= 82cda8b8d5838fd1a431afda464dc0cb3518eb9f, release= 2.0.0-M3, creationDate= 2009-09-01]

Commit[ID= a291185ad83f3961c5d27b597404461ba00e4030, release= 2.0.0-M3, creationDate= 2009-09-01]

Commit[ID= 8a6a39dec73e9f380371791d502aaf3a7ea9bc5c, release= 2.0.0-M3, creationDate= 2009-09-01]

Commit[ID= 8c929e6e10fe6c846f0dd8b862b24d5df2c3c887, release= 2.0.0-M3, creationDate= 2009-09-02]

Commit[ID= ac939f7b5f23e8ef73e37c8baa1b0b23c5c4edce, ticket= OPENJPA-1281, release= 2.0.0-M3, creationDate= 2009-09-02]

Commit[ID= 0036dc5bfbaec2a4bc5ededa93301c4353d26838, release= 2.0.0-M3, creationDate= 2009-09-02]

Commit[ID= 0bd820487556d583d28d61e913703d0b11cda91e, release= 2.0.0-M3, creationDate= 2009-09-02]

Commit[ID= 3c3c8082d31bca141979c0908172580ebe6c355a, release= 2.0.0-M3, creationDate= 2009-09-02]

Commit[ID= 1f347633aa89cf78f0af5d08ea6927e75f8cf826, release= 2.0.0-M3, creationDate= 2009-09-02]

Commit[ID= e1404bdbbeed9c5fe1976f4647ecd97e6deb8236, release= 2.0.0-M3, creationDate= 2009-09-02]

Commit[ID= 9d69e59a7ce8ee1d43c22592ea94dfa61cd29487, release= 2.0.0-M3, creationDate= 2009-09-02]

Commit[ID= 817696298d8a20044076a0b19dd61531d744c2bd, release= 2.0.0-M3, creationDate= 2009-09-02]

Commit[ID= 1908a911803951e2a3bb27f203ee2bd077092ff1, ticket= OPENJPA-1284, release= 2.0.0-M3, creationDate= 2009-09-02]

Commit[ID= 5d6581bf7f75ddf7c77e37a087cf6a63cc757e94, ticket= OPENJPA-1283, release= 2.0.0-M3, creationDate= 2009-09-03]

Commit[ID= e01390051bc617047b7153868289c11ccb6f4cba, release= 2.0.0-M3, creationDate= 2009-09-03]

Commit[ID= 301fc200d184da687730336c6da1eb6608bf0d44, release= 2.0.0-M3, creationDate= 2009-09-03]

Commit[ID= c880fdeb7f49d70236357c662480bb71349fa7ff, release= 2.0.0-M3, creationDate= 2009-09-04]

Commit[ID= c35277c156533287a6e20a0401cfc856f27cf36f, release= 2.0.0-M3, creationDate= 2009-09-04]

Commit[ID= 701221576dc7ff77a99ea8df5c8975ac866f92c0, ticket= OPENJPA-1286, release= 2.0.0-M3, creationDate= 2009-09-04]

Commit[ID= d2cc5e03607fc70d84068cc4705e98997e760ebf, ticket= OPENJPA-1286, release= 2.0.0-M3, creationDate= 2009-09-04]

Commit[ID= 7bcdee7a609acbdf150ba5734f0400fed0905543, release= 2.0.0-M3, creationDate= 2009-09-04]

Commit[ID= 35ef9efaecb177d32d24a064bcbd40ae0578f6d5, release= 2.0.0-M3, creationDate= 2009-09-04]

Commit[ID= f246cb19b4e883eca5316578acdfb137470d0eb1, release= 2.0.0-M3, creationDate= 2009-09-06]

Commit[ID= c39ec8a6deaa00473d24624b56a96535730df340, release= 2.0.0-M3, creationDate= 2009-09-06]

Commit[ID= f45899eee858a5d7ab93096252ece5f509018095, release= 2.0.0-M3, creationDate= 2009-09-06]

Commit[ID= e33f83901f65bee3a6cf166f00a8939a010c33ac, release= 2.0.0-M3, creationDate= 2009-09-06]

Commit[ID= 45f79b59afd5f6becc77ec00be47f30de99316a7, release= 2.0.0-M3, creationDate= 2009-09-07]

Commit[ID= 702a9c66162c1a3e48f90a5c225c56ac71c2f9e8, release= 2.0.0-M3, creationDate= 2009-09-08]

Commit[ID= 435f66e27378cbb278fb64022a4e7158df521a5e, release= 2.0.0-M3, creationDate= 2009-09-09]

Commit[ID= a875ef52b1a9262faadd8c43ccf3f102fcced68e, release= 2.0.0-M3, creationDate= 2009-09-09]

Commit[ID= 2691db6e0b646eb674c7a60e778b3f1467cf0fd1, release= 2.0.0-M3, creationDate= 2009-09-09]

Commit[ID= ed40459a2a4f9bac6e449b5697c995d465d854a2, release= 2.0.0-M3, creationDate= 2009-09-09]

Commit[ID= 94a0bc3781da7a432ce7c83a8ba05ecbf3235e20, release= 2.0.0-M3, creationDate= 2009-09-09]

Commit[ID= c28461ffddd7c60a862bb76d5cd084c1dd5506e7, release= 2.0.0-M3, creationDate= 2009-09-10]

Commit[ID= a8640cc5d2b3e84f5cb0436045f15db30bfb4b93, release= 2.0.0-M3, creationDate= 2009-09-10]

Commit[ID= a543403d2a283b4c6d30f4b0271308cd810ac0f2, release= 2.0.0-M3, creationDate= 2009-09-10]

Commit[ID= 5113654485807a7884796562b9c62d56a2ec7999, release= 2.0.0-M3, creationDate= 2009-09-10]

Commit[ID= 8e9696522573e9892b4b8aa56d6c311f639847ee, release= 2.0.0-M3, creationDate= 2009-09-10]

Commit[ID= 0d3179cef9e7efb820cafda6a94ca141edcf32f5, release= 2.0.0-M3, creationDate= 2009-09-10]

Commit[ID= b5fabd88dd4c4f49b33b312fab9eece38418c8b6, release= 2.0.0-M3, creationDate= 2009-09-10]

Commit[ID= fa49080f8f8e946fc9fc3c64816c859ce2b6bcd6, release= 2.0.0-M3, creationDate= 2009-09-10]

Commit[ID= dac8af35b4ade56f49747380f1de3487bd164c5b, release= 2.0.0-M3, creationDate= 2009-09-10]

Commit[ID= eb5baa42a27e626373134486869b1ab873ac82cb, ticket= OPENJPA-1286, release= 2.0.0-M3, creationDate= 2009-09-10]

Commit[ID= df860912a7ddda0ea5bed5167b3477ff99c48e81, release= 2.0.0-M3, creationDate= 2009-09-11]

Commit[ID= b573799fc3176ef578951fd8e0e8eced0ee82328, release= 2.0.0-M3, creationDate= 2009-09-11]

Commit[ID= ba5692da52f0daf51b14ca895ccbc70b334c5874, release= 2.0.0-M3, creationDate= 2009-09-11]

Commit[ID= c534d29cb7b6163e1a7a8054ff7774f48a527a76, release= 2.0.0-M3, creationDate= 2009-09-11]

Commit[ID= 677d34049c0ef5330680a8240f148065a6fda85d, release= 2.0.0-M3, creationDate= 2009-09-11]

Commit[ID= 38f31390a9cae34e9529eca252bfb0218b84ae79, release= 2.0.0-M3, creationDate= 2009-09-11]

Commit[ID= dc5c7f487af26e5eaafba14db062a1450ea2408c, release= 2.0.0-M3, creationDate= 2009-09-11]

Commit[ID= 0d24829c8c2c1b7380587e67c21c87c83817afd7, release= 2.0.0-M3, creationDate= 2009-09-11]

Commit[ID= 32c6ca132ce4daa64f736d2ab50aa5267bc8048a, ticket= OPENJPA-1184, release= 2.0.0-M3, creationDate= 2009-09-11]

Commit[ID= 46734cf443c69afc0221c427a349aa251f9a1969, ticket= OPENJPA-1184, release= 2.0.0-M3, creationDate= 2009-09-11]

Commit[ID= 15b5ec20ddf010f4a35bc5e05c3ddd942542b9b0, release= 2.0.0-M3, creationDate= 2009-09-11]

Commit[ID= 1e77f6a3e1492e289ce99b071376cdd3e90372cd, ticket= OPENJPA-1286, release= 2.0.0-M3, creationDate= 2009-09-11]

Commit[ID= 5120b0e629a208ae7dc9f7f049e342ef15c2ea7c, release= 2.0.0-M3, creationDate= 2009-09-12]

Commit[ID= ec90648e2bdb6c8877e2c9accd8d9a658075f088, release= 2.0.0-M3, creationDate= 2009-09-12]

Commit[ID= 81065fea3c5601949690be85b52b01d34fcb3aa0, release= 2.0.0-M3, creationDate= 2009-09-12]

Commit[ID= 6b96b82d31027452ceb1bfdc1e6a6fa42f7ca7f9, release= 2.0.0-M3, creationDate= 2009-09-12]

Commit[ID= 1aab5c3c6cfa9876161ff4b7e307012c7ee0b406, ticket= OPENJPA-1295, release= 2.0.0-M3, creationDate= 2009-09-12]

Commit[ID= 60e55574c8ae2ee4f915b0197a3e5a4cab72dd1f, release= 2.0.0-M3, creationDate= 2009-09-12]

Commit[ID= fb34e0a0ec80346278678c39d2549d6752c119fd, release= 2.0.0-M3, creationDate= 2009-09-12]

Commit[ID= d7b4296c8f53852894c3681a7f77afe98b56bd55, release= 2.0.0-M3, creationDate= 2009-09-12]

Commit[ID= 558446dfe975d67e530e8ec35df976d605d35e0a, ticket= OPENJPA-1295, release= 2.0.0-M3, creationDate= 2009-09-12]

Commit[ID= e9b5c53fd00be984157e131b94a7d5efee720a3c, release= 2.0.0-M3, creationDate= 2009-09-13]

Commit[ID= b889ccb83462af0a6524c22a0a6e2e065a46d124, release= 2.0.0-M3, creationDate= 2009-09-14]

Commit[ID= ee9210be92ff0279aeed80460ead1f2a279c6f6e, ticket= OPENJPA-1201, release= 2.0.0-M3, creationDate= 2009-09-14]

Commit[ID= 416b8d3ccb65f8ecf612513489ed78e5cebe8641, ticket= OPENJPA-1227, release= 2.0.0-M3, creationDate= 2009-09-14]

Commit[ID= b8dde5761fd5ce9452db8422f3a83dc7cb222463, release= 2.0.0-M3, creationDate= 2009-09-14]

Commit[ID= 492a19573c98f9e933c3e5c66d191ef92c371c86, release= 2.0.0-M3, creationDate= 2009-09-14]

Commit[ID= bda013675836889b321f4e60c557a716cfe4ad31, release= 2.0.0-M3, creationDate= 2009-09-15]

Commit[ID= 643f4d130f3c5426194ee7775685e85977584f79, release= 2.0.0-M3, creationDate= 2009-09-15]

Commit[ID= d062b254af87515597cd53a853efb6afc8324eca, release= 2.0.0-M3, creationDate= 2009-09-15]

Commit[ID= c353d0541e8b246dbd1b584d5228603506216880, release= 2.0.0-M3, creationDate= 2009-09-15]

Commit[ID= a9ea5c1817ff24274446213e6969f97eae0e7373, release= 2.0.0-M3, creationDate= 2009-09-15]

Commit[ID= 3146afb1bc096750ae2c8a66e2f5346bceaffde8, release= 2.0.0-M3, creationDate= 2009-09-15]

Commit[ID= eded0dd8facefda2af83567ecdae12f4c09eb53f, ticket= OPENJPA-1302, release= 2.0.0-M3, creationDate= 2009-09-15]

Commit[ID= 8fc1404dadaff7478ac724b540c783ccf2dd5ac8, release= 2.0.0-M3, creationDate= 2009-09-15]

Commit[ID= eb5bccdd493119854909f333bf16301488c93897, release= 2.0.0-M3, creationDate= 2009-09-15]

Commit[ID= 72f2cb8516ee11accbb4cda1ed7c6d8479b79ee2, ticket= OPENJPA-1253, release= 2.0.0-M3, creationDate= 2009-09-17]

Commit[ID= 8c1e1a7ea57a3ebb21757762696ef9592022c71d, ticket= OPENJPA-1253, release= 2.0.0-M3, creationDate= 2009-09-17]

Commit[ID= a94bb8ee060371b1c6e60f47eba2eff8ab0e5dc9, release= 2.0.0-M3, creationDate= 2009-09-17]

Commit[ID= 0c3c6c3ba4d138aea4287e124539375b2a026549, release= 2.0.0-M3, creationDate= 2009-09-17]

Commit[ID= 1c4a61758ace44c766491f32193ad5d4612a958f, release= 2.0.0-M3, creationDate= 2009-09-17]

Commit[ID= add24283b4e0bf63b3ee0df65490d1e361edc410, release= 2.0.0-M3, creationDate= 2009-09-17]

Commit[ID= cbe18c2f74e096ddf8930632c491d7ae5aceccfa, release= 2.0.0-M3, creationDate= 2009-09-17]

Commit[ID= daadd62bd2b1b740e24787e4bf85bf48f4f21fa2, release= 2.0.0-M3, creationDate= 2009-09-17]

Commit[ID= 7deb8217359235f9de58516dd7e4ab00d6abbf07, release= 2.0.0-M3, creationDate= 2009-09-17]

Commit[ID= 1318f98bc4c146bfdeba13b95c297a4f6015709f, release= 2.0.0-M3, creationDate= 2009-09-17]

Commit[ID= 846d1ef82ac6dbb253a19db1007a684c69e3416f, release= 2.0.0-M3, creationDate= 2009-09-17]

Commit[ID= ac23a55b680440c84a1101ef95856e3d0aab337c, release= 2.0.0-M3, creationDate= 2009-09-17]

Commit[ID= e5f7d97695681a8efb23f0cb67975fe25c5fd1c1, release= 2.0.0-M3, creationDate= 2009-09-17]

Commit[ID= 95a2c8f680e2b09ad9498f0d866f6f1f1afea62d, release= 2.0.0-M3, creationDate= 2009-09-17]

Commit[ID= 1c0b9849f185f3a5f14c4a42f4b55379af331219, release= 2.0.0-M3, creationDate= 2009-09-18]

Commit[ID= 3f43e3dd0e2c17b00e467dd2841b8a9c3bb0c8f1, release= 2.0.0-M3, creationDate= 2009-09-18]

Commit[ID= 946781881847f4dee118aa286f3dd788781913d9, release= 2.0.0-M3, creationDate= 2009-09-18]

Commit[ID= cf7f69bbd57fe1f40f9c7341c10788a591278777, ticket= OPENJPA-1253, release= 2.0.0-M3, creationDate= 2009-09-18]

Commit[ID= 5c23058b0ea70d802a55cdb3f94722138d75910b, ticket= OPENJPA-1253, release= 2.0.0-M3, creationDate= 2009-09-21]

Commit[ID= abbda7df8eb2a7108a2276c34bb4d8ad812b8349, release= 2.0.0-M3, creationDate= 2009-09-21]

Commit[ID= fdd330a116c55a89b1320f1c5e0c7dec242a0ec7, release= 2.0.0-M3, creationDate= 2009-09-21]

Commit[ID= e53f8514f463fcc943bb8152f9f821419a8fa7dd, release= 2.0.0-M3, creationDate= 2009-09-21]

Commit[ID= 828e08ee0e921f61df972f5b190b3bbf67c13b42, release= 2.0.0-M3, creationDate= 2009-09-21]

Commit[ID= 19da9769b0b11017a169f84125813ecae51a3458, ticket= OPENJPA-1253, release= 2.0.0-M3, creationDate= 2009-09-21]

Commit[ID= 437897789151a863d3db32d8c4692100bcb12a60, release= 2.0.0-M3, creationDate= 2009-09-21]

Commit[ID= f1af41c44c631bd63da734386cdb329faf4ad9e6, release= 2.0.0-M3, creationDate= 2009-09-22]

Commit[ID= 01c26a9e21a80fd6339d0c2a406f11397f4e3d20, release= 2.0.0-M3, creationDate= 2009-09-22]

Commit[ID= 6f1b9627fe928732b637e409c95669fd0cc94746, ticket= OPENJPA-1253, release= 2.0.0-M3, creationDate= 2009-09-22]

Commit[ID= fbb7e1208aaa9c9462a00766e26e5147e4ab44f1, release= 2.0.0-M3, creationDate= 2009-09-23]

Commit[ID= 6485137930cbfa27de554d5a1e6d75c8eff5529e, release= 2.0.0-M3, creationDate= 2009-09-23]

Commit[ID= 2eeca2a8ac545585a51404c94e59c63559395f05, release= 2.0.0-M3, creationDate= 2009-09-23]

Commit[ID= 85a609aa5d3ac8a83048e121526f3519d7c8bdfc, release= 2.0.0-M3, creationDate= 2009-09-23]

Commit[ID= c5954aa4a5bf0bd0279fbbe689f7808d913e9055, release= 2.0.0-M3, creationDate= 2009-09-23]

Commit[ID= 5d3fd3a726aa8f8fb32998c83ed649da068d4ed3, release= 2.0.0-M3, creationDate= 2009-09-24]

Commit[ID= 2a98f2b93d8d6de33cc3df514644adba6b0fafd3, release= 2.0.0-M3, creationDate= 2009-09-24]

Commit[ID= 65ff86ce24da411ddb7d910730d8df97a93eb808, release= 2.0.0-M3, creationDate= 2009-09-24]

Commit[ID= 067a6f0ffb8d51201614adace89568473ad4147c, ticket= OPENJPA-1253, release= 2.0.0-M3, creationDate= 2009-09-24]

Commit[ID= d8eadfe600d7f05d99ecd30d3604d18f96d8b114, release= 2.0.0-M3, creationDate= 2009-09-24]

Commit[ID= 7d3497781c1a9660863e9eb10ada9c2ae107360e, ticket= OPENJPA-1253, release= 2.0.0-M3, creationDate= 2009-09-24]

Commit[ID= fc69f929e924622928c899ce7c65e1de85ce4840, release= 2.0.0-M3, creationDate= 2009-09-24]

Commit[ID= ef54e75107ffb98f144f86937a292330a11fb823, ticket= OPENJPA-1253, release= 2.0.0-M3, creationDate= 2009-09-24]

Commit[ID= a6af0f35e20d1161bf1039d545aafbf50eb3117c, release= 2.0.0-M3, creationDate= 2009-09-25]

Commit[ID= eb8abb81fc295e47521262bf7c297fda3540c4b5, release= 2.0.0-M3, creationDate= 2009-09-25]

Commit[ID= 9c3a7117a83a2e0035cb7d73a14aa42663187a4b, release= 2.0.0-M3, creationDate= 2009-09-25]

Commit[ID= 22391c91333a27e49dcbe9789bc7e456d8930161, release= 2.0.0-M3, creationDate= 2009-09-25]

Commit[ID= cafbd559d2b56a9c756e0a5bf9e7a3e643403c25, release= 2.0.0-M3, creationDate= 2009-09-25]

Commit[ID= dc3c2c43ed849779f7edeaabce67f1cb1c60d735, release= 2.0.0-M3, creationDate= 2009-09-25]

Commit[ID= 5f03f77b5c07befba4c4545d1ec91023ef76e3b5, release= 2.0.0-M3, creationDate= 2009-09-26]

Commit[ID= 28573bfcfd38c7f08c15094d54f3769de7f60ea5, release= 2.0.0-M3, creationDate= 2009-09-26]

Commit[ID= 9f29552e858bceac4e69e11547db9118d228461d, ticket= OPENJPA-1253, release= 2.0.0-M3, creationDate= 2009-09-26]

Commit[ID= 9eeb4b2fbd89570410fcfc165640852353b6c6d7, ticket= OPENJPA-1253, release= 2.0.0-M3, creationDate= 2009-09-26]

Commit[ID= bb3e1a5185dade67ff4e7e1ab6a3a3a6255bf3c4, ticket= OPENJPA-1253, release= 2.0.0-M3, creationDate= 2009-09-26]

Commit[ID= 363f7f6e3f16bf0693fce192683685894946e252, ticket= OPENJPA-1248, release= 2.0.0-M3, creationDate= 2009-09-27]

Commit[ID= 174f2af0ded2b32e949724b0027263a99d484960, ticket= OPENJPA-1253, release= 2.0.0-M3, creationDate= 2009-09-28]

Commit[ID= 562b4942df21464b85b1a040019dde5936c06f0e, release= 2.0.0-M3, creationDate= 2009-09-28]

Commit[ID= 450f8352f856cd49bbf53525502db99821654441, release= 2.0.0-M3, creationDate= 2009-09-28]

Commit[ID= 9f24d10ecdd5c9286f22e363852e84f116d0f994, release= 2.0.0-M3, creationDate= 2009-09-29]

Commit[ID= 9d37d74a105f2a97061e127791555495ccdc055b, release= 2.0.0-M3, creationDate= 2009-09-29]

Commit[ID= baf800f3b02d6abbd6c3849191511ffdd6b9e0d1, release= 2.0.0-M3, creationDate= 2009-09-29]

Commit[ID= 7d6ccb108c5fdd31bf1a89441927ce8ff756a840, release= 2.0.0-M3, creationDate= 2009-09-29]

Commit[ID= c8d1003612cd9845c5e6df4f2c27c10d12c02dae, ticket= OPENJPA-1253, release= 2.0.0-M3, creationDate= 2009-09-29]

Commit[ID= c06481b4527a8e6903ebe62df9c040171435fbf5, ticket= OPENJPA-1224, release= 2.0.0-M3, creationDate= 2009-09-29]

Commit[ID= 529bd3a876723a7af1f09aeb2ddf082708c2c841, release= 2.0.0-M3, creationDate= 2009-09-30]

Commit[ID= 02471ca7e75ee9360f249f67e255cd18e45c943f, release= 2.0.0-M3, creationDate= 2009-09-30]

Commit[ID= a56643889f0837b549268eb3b98d9d6491eeed1b, release= 2.0.0-M3, creationDate= 2009-09-30]

Commit[ID= 794e26d721bd6a34f48b0a3646ece9b7de8cf427, release= 2.0.0-M3, creationDate= 2009-10-01]

Commit[ID= 797de03a1097401bd08b3befa0fe7c5bd506b6ed, release= 2.0.0-M3, creationDate= 2009-10-01]

Commit[ID= 7f833b7b76767e57b52b44c594c4b3b758e9300f, release= 2.0.0-M3, creationDate= 2009-10-01]

Commit[ID= 6119ff76b9b1bed7baa42f554fc73da4ba54176b, release= 2.0.0-M3, creationDate= 2009-10-01]

Commit[ID= 99844b6b1f3d13c07bdb6223d2edc2f47320aad2, release= 2.0.0-M3, creationDate= 2009-10-01]

Commit[ID= c2a723816bddb0730c3f7c44e6d15fa1fd4189d1, release= 2.0.0-M3, creationDate= 2009-10-01]

Commit[ID= 30bb14da07e162e0e8f7959f6ab83dfba46ae86f, release= 2.0.0-M3, creationDate= 2009-10-01]

Commit[ID= fa02d2a5faea007b48a3158808de79c584d03574, release= 2.0.0-M3, creationDate= 2009-10-01]

Commit[ID= 1ff5810e9e98dbcd9ccb9cbfb26e1196be8737a4, release= 2.0.0-M3, creationDate= 2009-10-01]

Commit[ID= c14838950cd361f54f9ca913c396df570e368b1e, release= 2.0.0-M3, creationDate= 2009-10-02]

Commit[ID= 4327063d636e1118b2baf9ac4c5fe689420576d7, release= 2.0.0-M3, creationDate= 2009-10-02]

Commit[ID= 400c5921009d3059994ea8bc2ce408729943aaa3, release= 2.0.0-M3, creationDate= 2009-10-02]

Commit[ID= bcdfee33fef0ec24ec348dbfd99162e32d10a3b2, release= 2.0.0-M3, creationDate= 2009-10-02]

Commit[ID= 4c6ecef1ba10438268154d33c16520588f574fbb, release= 2.0.0-M3, creationDate= 2009-10-02]

Commit[ID= b68c975ebf49b65004c42fcc3bd39dd3f8d6a432, release= 2.0.0-M3, creationDate= 2009-10-02]

Commit[ID= 680320a73310a82637a937be18da25848859101e, release= 2.0.0-M3, creationDate= 2009-10-02]

Commit[ID= 58539dd83369c3a64907bc22c418ba8684e29274, release= 2.0.0-M3, creationDate= 2009-10-02]

Commit[ID= 31c4790c328fa208ed8b9e3c4ed4bb8b168b9c50, release= 2.0.0-M3, creationDate= 2009-10-03]

Commit[ID= 97aca65ddc006b3bd868faadc3893222b0609cd6, release= 2.0.0-M3, creationDate= 2009-10-03]

Commit[ID= cc5664fe2d6d2cdd08e7b9744d69075541931965, ticket= OPENJPA-1328, release= 2.0.0-M3, creationDate= 2009-10-04]

Commit[ID= 38a54f39f7ac96ab26c1eda3420362376338ccf8, release= 2.0.0-M3, creationDate= 2009-10-05]

Commit[ID= bb67dae45e14faa02b6b4916add3b25f870594d6, release= 2.0.0-M3, creationDate= 2009-10-05]

Commit[ID= 210581b625a50468f70b243f8420b1fb635796c7, release= 2.0.0-M3, creationDate= 2009-10-05]

Commit[ID= b058e703822c814c089cd9e814a702b263e976d0, release= 2.0.0-M3, creationDate= 2009-10-05]

Commit[ID= 18cd43dfcd9a98e8954634a5a7ff3455a7ef4744, release= 2.0.0-M3, creationDate= 2009-10-05]

Commit[ID= 63a3408d7d291fd3c965500c33fabf2189530d65, ticket= OPENJPA-1224, release= 2.0.0-M3, creationDate= 2009-10-06]

Commit[ID= 5b9c0cb8f893cd2c022b1260a3787cd41c62daca, release= 2.0.0-M3, creationDate= 2009-10-06]

Commit[ID= 020d46ef1231ce51ce231581c2e9c3d52dd7fbb4, release= 2.0.0-M3, creationDate= 2009-10-06]

Commit[ID= 39240eb1ecf22f6b47db987bfcdf918bfd0faa78, ticket= OPENJPA-1284, release= 2.0.0-M3, creationDate= 2009-10-06]

Commit[ID= c6085cd2961fb178d64a2f739fc25cdc33c9195c, release= 2.0.0-M3, creationDate= 2009-10-06]

Commit[ID= 1b91bd3b58fc2451148d1006f6546843cc2c1201, release= 2.0.0-M3, creationDate= 2009-10-07]

Commit[ID= 73e9f4d2b6afc4146d16712b532d0c274df000e1, release= 2.0.0-M3, creationDate= 2009-10-07]

Commit[ID= 6ab4b48d5546b4c6b345a0a98b8d3f2ac547438e, release= 2.0.0-M3, creationDate= 2009-10-07]

Commit[ID= 4994981795bfab854acf479f361a93e0ef80bb43, release= 2.0.0-M3, creationDate= 2009-10-07]

Commit[ID= 27e2c03fd2025361f84304add76dd307806e5646, release= 2.0.0-M3, creationDate= 2009-10-07]

Commit[ID= 0d9bd741b3606fa6c11b93a5827f9c4f2c175aa2, release= 2.0.0-M3, creationDate= 2009-10-08]

Commit[ID= a91b3bdb40bad4bd2caed47475f58175987824ad, release= 2.0.0-M3, creationDate= 2009-10-08]

Commit[ID= 60491eb4d850c37f98addf72e76ab753c425aa17, release= 2.0.0-M3, creationDate= 2009-10-08]

Commit[ID= 0e8cf0dc0b7c443aad3e46b2b19b5beeb0bd2003, release= 2.0.0-M3, creationDate= 2009-10-09]

Commit[ID= 47a90dae9834cafdfefce77542f9b627348bd6a5, ticket= OPENJPA-1321, release= 2.0.0-M3, creationDate= 2009-10-10]

Commit[ID= 3c8b756ce59f3d6bb7ae0ba05cdda04747cb0671, release= 2.0.0-M3, creationDate= 2009-10-11]

Commit[ID= bc1139791261b505ab6774ed02169db4a33bc8a7, release= 2.0.0-M3, creationDate= 2009-10-11]

Commit[ID= eb41b03ff4263cb004d7c0695f103c7f12203fde, ticket= OPENJPA-1344, release= 2.0.0-M3, creationDate= 2009-10-12]

Commit[ID= 60b8e64ec9e7d10c054faa15ff94885680b98e30, release= 2.0.0-M3, creationDate= 2009-10-12]

Commit[ID= 87e07a9d47a05cb6ee72c80d932a20023a296a15, ticket= OPENJPA-1344, release= 2.0.0-M3, creationDate= 2009-10-12]

