---------- /Commits List/ ---------

Commit[ID= 9ea37773fa07e8e1c16e654020ae34c3d6564963, release= 4.0.0, creationDate= 2011-03-30]
Commit[ID= 09ec928ee0218caeef5661ba60978fd18b2e553b, ticket= BOOKKEEPER-598, release= 4.2.2, creationDate= 2013-04-07]

Commit[ID= 685ca079690f8be2cbcfacb615fc0eb5a798b8da, ticket= BOOKKEEPER-584, release= 4.2.2, creationDate= 2013-04-26]

Commit[ID= d175ada58dcaf78f0a70b0ebebf489255ae67b5f, release= 4.2.2, creationDate= 2013-05-04]

Commit[ID= 3a4f8920ba5017ef37d7641d3d5f0eeb0bbc590b, release= 4.2.2, creationDate= 2013-05-06]

Commit[ID= f86e4929ef9c0ddfa7d26d230caefa369a2a0dde, release= 4.2.2, creationDate= 2013-05-07]

Commit[ID= c2bb7ffb366d5c1942ee2e040516af749a705115, release= 4.2.2, creationDate= 2013-05-09]

Commit[ID= 4c89310f8b8e09f2ad394a7e7fd5fffc8f51e701, release= 4.2.2, creationDate= 2013-05-10]

Commit[ID= ccc9545c4565c337ef6ea06004149de75b4dd3af, release= 4.2.2, creationDate= 2013-05-31]

Commit[ID= cf2a858bb7bc669e12058e2dda1a996a67d3d37a, ticket= BOOKKEEPER-603, release= 4.2.2, creationDate= 2013-06-03]

Commit[ID= faf2ed87762fabe4f6cb5f629cf5a7132869ca60, ticket= BOOKKEEPER-544, release= 4.2.2, creationDate= 2013-06-05]

Commit[ID= 1c04906c0077d228076c3d157d815e5c7219bb0c, release= 4.2.2, creationDate= 2013-06-12]

Commit[ID= 0a208e10117f8c5201e0414ce3d644d2367b5abc, ticket= BOOKKEEPER-626, release= 4.2.2, creationDate= 2013-06-15]

Commit[ID= 5ef7f760d8ccf2bc765e77891447ed050926f4a3, release= 4.2.2, creationDate= 2013-06-15]

Commit[ID= fce6d459242361e2363b9b92f8c764b04c7ddfd7, release= 4.2.2, creationDate= 2013-06-15]

Commit[ID= a3de791cb79873c4f9b99e7ac1b9ade75ea225ac, ticket= BOOKKEEPER-619, release= 4.2.2, creationDate= 2013-06-21]

Commit[ID= 01cccee0298f3e0f9d32acc550ed94a7c9fafdfd, release= 4.2.2, creationDate= 2013-06-21]

Commit[ID= 119e2034303b45478123a0fa62c1c48925b201c1, ticket= BOOKKEEPER-623, release= 4.2.2, creationDate= 2013-06-26]

Commit[ID= 0cd4be8fde5206d956addd29cbad0391ceca1716, release= 4.2.2, creationDate= 2013-06-26]

Commit[ID= bf3224adf56b74e7d8c2792eec9dcdab9c49e3d3, ticket= BOOKKEEPER-620, release= 4.2.2, creationDate= 2013-06-28]

Commit[ID= ad11d4144dbf024fcdfd22a2a043c7790f940dc3, release= 4.2.2, creationDate= 2013-07-02]

Commit[ID= 0d9708c65998f48ba9b692ff5532251a0e1b8bc9, ticket= BOOKKEEPER-641, release= 4.2.2, creationDate= 2013-07-03]

Commit[ID= ed3bb58f5cc5cd4176573cb696bb7277c628b26a, ticket= BOOKKEEPER-636, release= 4.2.2, creationDate= 2013-07-04]

Commit[ID= 0ce12e55edb179fc55bc9c5749a589a52bb36b3a, ticket= BOOKKEEPER-601, release= 4.2.2, creationDate= 2013-07-13]

Commit[ID= 53c208b09483c90207aecf0e27e669ee810619c2, ticket= BOOKKEEPER-600, release= 4.2.2, creationDate= 2013-07-15]

Commit[ID= 4d66c36cf8825ab3f9f4a389bddfb924a0df9107, release= 4.2.2, creationDate= 2013-07-20]

Commit[ID= f3731732ce984f41b8530939254706f9e597583d, ticket= BOOKKEEPER-610, release= 4.2.2, creationDate= 2013-07-20]

Commit[ID= d9682edfc57911ccb9d70ae41c6627112a96a355, ticket= BOOKKEEPER-635, release= 4.2.2, creationDate= 2013-07-20]

Commit[ID= 4a2c740129d506f620dcfbdb5e1e852258a726d2, ticket= BOOKKEEPER-646, release= 4.2.2, creationDate= 2013-07-20]

Commit[ID= 61e619c2b2215fca05df3498256e3f0966a668ff, ticket= BOOKKEEPER-652, release= 4.2.2, creationDate= 2013-07-20]

Commit[ID= a889f63d1041a84d6b894874b31681ed35312781, ticket= BOOKKEEPER-607, release= 4.2.2, creationDate= 2013-07-22]

Commit[ID= 67ffec189fc77e53a8dcbe666b1695a3b790e8da, release= 4.2.2, creationDate= 2013-07-24]

Commit[ID= d3328c5a78137de5416f3d8bc1f269f2ac648e6b, ticket= BOOKKEEPER-642, release= 4.2.2, creationDate= 2013-07-24]

Commit[ID= 22509a7a2c8acbd5cce182529169fc0057e55b0d, ticket= BOOKKEEPER-663, release= 4.2.2, creationDate= 2013-07-29]

Commit[ID= d1ad860f8e83530e0d8f1498a35da2e9fbb85962, ticket= BOOKKEEPER-604, release= 4.2.2, creationDate= 2013-08-12]

Commit[ID= 94d65d8d2e3239ad0694d3c2252fca0e3dbea8b3, ticket= BOOKKEEPER-667, release= 4.2.2, creationDate= 2013-08-13]

Commit[ID= 2179f1bf6d656d7c5f7e89f2eeaaa0732f0b9608, ticket= BOOKKEEPER-668, release= 4.2.2, creationDate= 2013-08-20]

Commit[ID= f41bb6f8b521e26a0a746530e648a9ca2120af51, ticket= BOOKKEEPER-624, release= 4.2.2, creationDate= 2013-08-20]

Commit[ID= c4fd34f0f13a044c0261732ff2dd454acc4b73de, ticket= BOOKKEEPER-632, release= 4.2.2, creationDate= 2013-08-21]

Commit[ID= d8e6972385e6662ddcf398fc2de47622a9bef22d, ticket= BOOKKEEPER-649, release= 4.2.2, creationDate= 2013-08-22]

Commit[ID= 98d6dcec7403c523cfd07cf48ed878e1ab13eae0, ticket= BOOKKEEPER-580, release= 4.2.2, creationDate= 2013-08-23]

Commit[ID= aadaae443e1bc70505150a3218a54ff66ebfb921, ticket= BOOKKEEPER-446, release= 4.2.2, creationDate= 2013-09-10]

Commit[ID= bc0eb8b14278999a5c6550fbca6531b862beb12b, release= 4.2.2, creationDate= 2013-09-11]

Commit[ID= 441891b2d76b3b0244d00480e0ab70f2d2121d57, ticket= BOOKKEEPER-683, release= 4.2.2, creationDate= 2013-09-27]

Commit[ID= dea488afbf4615e4416079f5517a6e3ae1000c17, release= 4.2.2, creationDate= 2013-10-02]

Commit[ID= e2013e3f2b2e3e10ce5d1977adac8e073fd0404d, release= 4.2.2, creationDate= 2013-10-02]

Commit[ID= 3d9bb20a7f7e510bce7c16be392c0ac82c3a3496, release= 4.2.2, creationDate= 2013-10-02]

Commit[ID= 8dafa943a1d5a1cf562d94cc6d2f656e0c0be17e, ticket= BOOKKEEPER-686, release= 4.2.2, creationDate= 2013-10-02]

Commit[ID= 0f853a49d7e6899151f63ae9b1912ed936e5a5fb, release= 4.3.0, creationDate= 2013-10-11]

Commit[ID= d9f4e60c850291d17e12ed44776b88cf02335701, release= 4.3.0, creationDate= 2013-10-11]

Commit[ID= bedfebf93f8c9f93fac19bd58005dce6e0ffbd17, release= 4.3.0, creationDate= 2013-10-12]

Commit[ID= dc1f36e982f3fc2955141c8e0de5e04c6ac06053, release= 4.3.0, creationDate= 2013-10-12]

Commit[ID= 16978d671b8d6d9e563edb3a6119a4be574245af, release= 4.3.0, creationDate= 2013-10-14]

Commit[ID= a3575c3ebcb323a53d7a193488453aa44557c97a, ticket= BOOKKEEPER-676, release= 4.3.0, creationDate= 2013-10-14]

Commit[ID= 33ea58027b0a3ba160f7ac19d20568709f453f4d, ticket= BOOKKEEPER-673, release= 4.3.0, creationDate= 2013-10-14]

Commit[ID= 24dc8ac30c97620cf4dbef48deff2bb957932eb8, ticket= BOOKKEEPER-688, release= 4.3.0, creationDate= 2013-10-22]

Commit[ID= 9602c32f16184e10873d53c269e270e3cd0ebeed, ticket= BOOKKEEPER-664, release= 4.3.0, creationDate= 2013-10-22]

Commit[ID= bf5c1838b4b0d764aa9f24842643fd9339610b9c, release= 4.3.0, creationDate= 2013-10-22]

Commit[ID= 2d0cd0d1b9d41f3b600f6dac308c6d34317ae676, ticket= BOOKKEEPER-602, release= 4.3.0, creationDate= 2013-10-29]

Commit[ID= cd05194d8bbb03a08d8d9fbeb09738bd8a2e09a8, release= 4.3.0, creationDate= 2013-10-29]

Commit[ID= 6c6ec2b2f9cb1aff37001f3d9f002cc820096404, release= 4.3.0, creationDate= 2013-10-29]

Commit[ID= f345cb9472250eca2b724fa14b8d2c08425b6a2f, ticket= BOOKKEEPER-698, release= 4.3.0, creationDate= 2013-10-30]

Commit[ID= ea4a13a45d8d2102f5f0098e404d3de66777a39b, ticket= BOOKKEEPER-700, release= 4.3.0, creationDate= 2013-10-30]

Commit[ID= eb7066a02a50e2b15e66dfd4e99706ecf79454e6, release= 4.3.0, creationDate= 2013-11-09]

Commit[ID= 67dccebdbee27476657898a370c4f1808231fc4b, ticket= BOOKKEEPER-678, release= 4.3.0, creationDate= 2013-11-22]

Commit[ID= 7c7e009691bc24642018e4f5c81123a0667d4e8b, release= 4.3.0, creationDate= 2013-12-02]

Commit[ID= 810f10e9c628604a7697172df79478d9186be637, ticket= BOOKKEEPER-711, release= 4.3.0, creationDate= 2013-12-05]

Commit[ID= 42185c2e3d9e6d85b095842ac051f3a3c4a4d22f, ticket= BOOKKEEPER-712, release= 4.3.0, creationDate= 2013-12-05]

Commit[ID= 34c260bfc7db379351fa8807897603b9a9b9012b, release= 4.3.0, creationDate= 2013-12-06]

Commit[ID= 5c3a30f8e423da51b1ee03173a336400335de3b8, ticket= BOOKKEEPER-709, release= 4.3.0, creationDate= 2014-01-03]

Commit[ID= 79a73f0f71be5701b44ab47c14f92945989b1417, ticket= BOOKKEEPER-714, release= 4.3.0, creationDate= 2014-01-09]

Commit[ID= da8864ad7cd53d302eb27ab31f942bdbae160a98, release= 4.3.0, creationDate= 2014-01-15]

Commit[ID= 78c0d2515f2e381b2c690bdbf2bf9bad03d1250c, ticket= BOOKKEEPER-710, release= 4.3.0, creationDate= 2014-01-17]

Commit[ID= 96cc0e11ca2166a5e5326be4ead0dab595b7e4bc, release= 4.3.0, creationDate= 2014-01-21]

Commit[ID= 75f103d9d6694ae0116fe741a2dfbf60e3c63ce1, release= 4.3.0, creationDate= 2014-01-21]

Commit[ID= 23f3760dd5d79e6894616834aa41d59089c9548a, ticket= BOOKKEEPER-719, release= 4.3.0, creationDate= 2014-01-21]

Commit[ID= 9b1e561cb5e4f081f40bf8b751bcc2c16226092e, release= 4.3.0, creationDate= 2014-01-21]

Commit[ID= 7b44d9552d8b854160278582db3f5ca07882358a, ticket= BOOKKEEPER-720, release= 4.3.0, creationDate= 2014-01-22]

Commit[ID= 694568b0ff0d048c284c8d5db0c9455d30dfa3ce, release= 4.3.0, creationDate= 2014-01-22]

Commit[ID= 8bb0cde556cf1dc07d62cd74ca6739b392242cf0, release= 4.3.0, creationDate= 2014-01-24]

Commit[ID= 0345c8095ee47aefd7d40a07e2a621079c94f4fd, ticket= BOOKKEEPER-708, release= 4.3.0, creationDate= 2014-02-02]

Commit[ID= 92a62781682721e7c6bb47a95c72029fb91d2e2f, release= 4.2.3, creationDate= 2014-02-05]

Commit[ID= 94ebe62b8c6ddcd2b52e8bc4eac4e102ff4cf720, ticket= BOOKKEEPER-727, release= 4.2.3, creationDate= 2014-02-05]

Commit[ID= 63232dec02952e3404beeafd0c73fc61c2c7cd17, ticket= BOOKKEEPER-728, release= 4.2.3, creationDate= 2014-02-06]

Commit[ID= b62a67b1b11a10fe378a0bef25b846887cd104b1, ticket= BOOKKEEPER-729, release= 4.2.3, creationDate= 2014-02-06]

Commit[ID= 3870ff300c64dc41828fdc8c9627e76450cff077, ticket= BOOKKEEPER-725, release= 4.2.3, creationDate= 2014-02-06]

Commit[ID= 7e0b69cac5d406c777765bc1fa879520ea9176ec, ticket= BOOKKEEPER-726, release= 4.2.3, creationDate= 2014-02-06]

Commit[ID= 8aafd10f6634f039e33b0576d4b61121b494e93a, ticket= BOOKKEEPER-724, release= 4.2.3, creationDate= 2014-02-06]

Commit[ID= 68ffb83d69e6e9be3da94e78d5f76bd6c57b2316, release= 4.2.3, creationDate= 2014-02-10]

Commit[ID= f19744d30ed879022a66de885cb1236d54582d2b, ticket= BOOKKEEPER-731, release= 4.2.3, creationDate= 2014-02-10]

Commit[ID= 653dd6d733e9022a6189a2c8546bb8e3afa22715, ticket= BOOKKEEPER-654, release= 4.2.3, creationDate= 2014-02-21]

Commit[ID= 261bb8f671dc233d3b604b3355bb20d82edac539, release= 4.2.3, creationDate= 2014-03-07]

Commit[ID= 12daded8c22edc11363ec4eddfbba670e66ee9ad, release= 4.2.3, creationDate= 2014-03-07]

Commit[ID= 9d4ce1671cd6731b9b9652399c24a91c34e0bc65, ticket= BOOKKEEPER-730, release= 4.2.3, creationDate= 2014-03-07]

Commit[ID= 2d427e8d4b2c1d889ab5586e28e198c140a10489, ticket= BOOKKEEPER-363, release= 4.2.3, creationDate= 2014-03-07]

Commit[ID= 1ac25ebe98dd3038f68fe80e79570b9beceb0be8, ticket= BOOKKEEPER-740, release= 4.2.3, creationDate= 2014-03-10]

Commit[ID= 88533163987f328be1d36c9f6fc208667f2144a0, release= 4.2.3, creationDate= 2014-03-12]

Commit[ID= e1838f47800120252a3b5db77b7d1169e1daf801, ticket= BOOKKEEPER-742, release= 4.2.3, creationDate= 2014-04-24]

Commit[ID= 54c54f71a5fad10838c66c6a6b28ef13d9388931, ticket= BOOKKEEPER-743, release= 4.2.3, creationDate= 2014-04-24]

Commit[ID= 5c18886657c88f48672554c0f814cf6418ad1e18, release= 4.2.3, creationDate= 2014-04-29]

Commit[ID= 4c27506835dd0a58ee0a37c4422c44237a344b30, ticket= BOOKKEEPER-744, release= 4.2.3, creationDate= 2014-05-06]

Commit[ID= e824ac2691f4e86ac5ced675cd3ffb66f00e059a, ticket= BOOKKEEPER-744, release= 4.2.3, creationDate= 2014-05-06]

Commit[ID= 19b821c63b91293960041bca7b031614a109a7b8, release= 4.2.3, creationDate= 2014-05-09]

Commit[ID= 3ed06c0e9246a3ac21e1340d01f1ee7be612194f, release= 4.2.3, creationDate= 2014-05-12]

Commit[ID= e3594b50f93b881f8ded9fe26c9ae2f875e054ea, ticket= BOOKKEEPER-755, release= 4.2.3, creationDate= 2014-05-15]

Commit[ID= 151c50dbe992efcaf0fa831dbf829b792b8bb925, ticket= BOOKKEEPER-750, release= 4.2.3, creationDate= 2014-05-23]

Commit[ID= d67f3a752d291b1f55e5b9597eca6b135d3626ee, ticket= BOOKKEEPER-750, release= 4.2.3, creationDate= 2014-05-23]

Commit[ID= ce3abc6e03216563613db23bd8dd11cf58645982, release= 4.2.3, creationDate= 2014-05-27]

Commit[ID= 209dbf4982eb997c9691c4331dcaea3b7e4af6d6, ticket= BOOKKEEPER-763, release= 4.2.3, creationDate= 2014-05-30]

Commit[ID= 64d0170510849e29de9762957a7107d1a7f07284, release= 4.2.3, creationDate= 2014-05-30]

Commit[ID= d11665de31b5ee6969128062569f2081b5d9cf79, ticket= BOOKKEEPER-751, release= 4.2.3, creationDate= 2014-05-30]

Commit[ID= d86917af98c2a7442619f1b71aa6d4d1da5945f4, ticket= BOOKKEEPER-745, release= 4.2.3, creationDate= 2014-06-02]

Commit[ID= 404b83abafb94b62c0ced2ba7cf6878762643746, ticket= BOOKKEEPER-746, release= 4.2.3, creationDate= 2014-06-03]

Commit[ID= 68deb96d2d1de45eea0c358c0eab39847d51e1f8, ticket= BOOKKEEPER-766, release= 4.2.3, creationDate= 2014-06-05]

Commit[ID= 80c6e5526c63409e4f359905d0fd319ac7d2b129, ticket= BOOKKEEPER-767, release= 4.2.3, creationDate= 2014-06-06]

Commit[ID= c9db762707538a99a92852e60b88bed577b01377, ticket= BOOKKEEPER-765, release= 4.2.3, creationDate= 2014-06-10]

Commit[ID= 37fda574a530eedc6bd3ba5030e2f3e0805c10f8, ticket= BOOKKEEPER-768, release= 4.3.1, creationDate= 2014-07-15]

Commit[ID= 8f09334e24deaa8e80674a702c498d802986f3c8, ticket= BOOKKEEPER-739, release= 4.3.1, creationDate= 2014-07-24]

Commit[ID= c81076e4d9521bc67653a917e9fb9edbe27bf073, release= 4.3.1, creationDate= 2014-07-25]

Commit[ID= 4ec0bf11c3fdb78e390c5c889140d8fbf87ce60b, release= 4.3.1, creationDate= 2014-07-26]

Commit[ID= 69620e6561196975295752175b01354877a9fdde, release= 4.3.1, creationDate= 2014-08-02]

Commit[ID= e30e116fc65088aad428b4151e1ab39c73c99676, release= 4.3.1, creationDate= 2014-08-06]

Commit[ID= b6f33e49d0671a5b982bcb3613c5c9844f6aec8b, ticket= BOOKKEEPER-774, release= 4.3.1, creationDate= 2014-08-14]

Commit[ID= 38a6fd30048c5fe165409a9ca536fb1ffbdbf537, release= 4.3.1, creationDate= 2014-08-18]

Commit[ID= c0cef66c6b34c635ec69a69ef033f96600ca5b99, release= 4.3.1, creationDate= 2014-08-18]

Commit[ID= e61a1968c488a7517912be69e5d2cc98eb421040, release= 4.3.1, creationDate= 2014-08-19]

Commit[ID= 0c96765dffe3850ae6fc80397f9bc221421f1fa3, ticket= BOOKKEEPER-780, release= 4.3.1, creationDate= 2014-09-04]

Commit[ID= 8f81eba34d2af8444be9f713447e12f4387e5932, ticket= BOOKKEEPER-777, release= 4.3.1, creationDate= 2014-09-06]

Commit[ID= fd6835e4f06d3cbb6a33062f582e4756d0a3139b, ticket= BOOKKEEPER-779, release= 4.3.1, creationDate= 2014-09-06]

Commit[ID= 8abec018fca57d9cee9efd13a7085d8808a3b57e, release= 4.3.1, creationDate= 2014-09-06]

Commit[ID= 6fe9f6349443aaa193749e7d436a7aaca30d3ccd, release= 4.3.1, creationDate= 2014-09-06]

Commit[ID= caf9ef945c93833f8cbc3bb0e6e451e1e58855cb, ticket= BOOKKEEPER-778, release= 4.3.1, creationDate= 2014-09-09]

Commit[ID= 2e1346c5fb6f8641f23dd926e1626211657be2ca, release= 4.3.1, creationDate= 2014-09-09]

Commit[ID= fb6324b064e5b367d48d59fc44381462431d500a, release= 4.3.1, creationDate= 2014-09-09]

Commit[ID= 77e68b5b033f306f8575b66278e8765784394413, release= 4.3.1, creationDate= 2014-09-11]

Commit[ID= c918051659f9f9231989531304a0a0a15f0f939e, ticket= BOOKKEEPER-783, release= 4.3.1, creationDate= 2014-09-17]

Commit[ID= 4f0e52d027ed277576344ecbde1938ed3eeb7aae, ticket= BOOKKEEPER-785, release= 4.3.1, creationDate= 2014-09-18]

Commit[ID= 4a2174a91fbd6b85fed640ef58f1c98fd28ee2d4, ticket= BOOKKEEPER-784, release= 4.3.1, creationDate= 2014-09-18]

Commit[ID= 86480a21d366210eec96a7f47f2d43f1313705cc, release= 4.3.1, creationDate= 2014-09-18]

Commit[ID= 36478d1e639ba099cc4256ca2b2fbcc98f7649dd, ticket= BOOKKEEPER-786, release= 4.3.1, creationDate= 2014-09-22]

Commit[ID= 479cb452d43785c88c729934e079d5ca4939ba90, release= 4.3.1, creationDate= 2014-09-23]

Commit[ID= 2d630bbd594de7a79afbf227ed41f84484a527f5, release= 4.3.1, creationDate= 2014-09-29]

Commit[ID= 643992144d17297d2a5a8414f0a1e106d0fc8b99, release= 4.3.1, creationDate= 2014-10-03]

Commit[ID= 528270848b98f2090d51dfea9f6652aa1fc10b66, release= 4.3.1, creationDate= 2014-10-03]

Commit[ID= 334f75ea5516158a9cb544be7ee678c3945ec0a9, release= 4.3.1, creationDate= 2014-10-14]

Commit[ID= ea03266f5c5af20281de7bd147faeb9bc715065f, release= 4.3.1, creationDate= 2014-10-14]

Commit[ID= 3020fcb555d978c986e4e014e79c14d9817b606a, ticket= BOOKKEEPER-793, release= 4.3.1, creationDate= 2014-10-15]

Commit[ID= b17a30a46a820a9914bcee713f156698d93ff734, ticket= BOOKKEEPER-797, release= 4.3.1, creationDate= 2014-11-19]

Commit[ID= 6a94e45c6b813978d6b4fa98eeb87175d0241d96, ticket= BOOKKEEPER-815, release= 4.3.1, creationDate= 2014-12-04]

Commit[ID= 78d6e49d4d6bf83ee53655e6198848b896c4239c, ticket= BOOKKEEPER-800, release= 4.3.1, creationDate= 2014-12-05]

Commit[ID= 5de01f700ede31f186f5d8d97afac382f1e45327, ticket= BOOKKEEPER-799, release= 4.3.1, creationDate= 2014-12-05]

Commit[ID= 130ebfa8f3763c1b98b29124a2bb648b2a810281, ticket= BOOKKEEPER-805, release= 4.3.1, creationDate= 2014-12-06]

Commit[ID= 0dfb4fb94d0ccc98e1050f662712d85bcf2003b1, ticket= BOOKKEEPER-809, release= 4.3.1, creationDate= 2014-12-06]

Commit[ID= 8a5ac72762480f5f972aafcf1fc8207e12ef76e3, ticket= BOOKKEEPER-805, release= 4.3.1, creationDate= 2014-12-06]

Commit[ID= ff5d2c5125d7d7fbe48d7935524820c55a887124, ticket= BOOKKEEPER-809, release= 4.3.1, creationDate= 2014-12-06]

Commit[ID= 492997b1e6fe73426dda799a6eaf228329a9342f, release= 4.3.1, creationDate= 2014-12-06]

Commit[ID= 2b88b11fa7597254ccbf828f16efc665e852788d, ticket= BOOKKEEPER-804, release= 4.3.1, creationDate= 2014-12-06]

Commit[ID= e790cab6d89de3cff3ee32842347d0176b6e24c5, ticket= BOOKKEEPER-813, release= 4.3.1, creationDate= 2014-12-06]

Commit[ID= 92e502233d1489290fbcb448b932fdc4b569d431, release= 4.3.1, creationDate= 2014-12-06]

Commit[ID= 24591f1514624e09a07ef2f34ba35116ea847266, release= 4.3.1, creationDate= 2014-12-06]

Commit[ID= e79f8736a7dfc2c7191455e4e88b85a85f0472bf, ticket= BOOKKEEPER-795, release= 4.3.1, creationDate= 2014-12-09]

Commit[ID= 0e3d95c9411289b89961e434ce760e3726290761, ticket= BOOKKEEPER-814, release= 4.3.1, creationDate= 2014-12-10]

Commit[ID= 91b80f6c8d538fd9c16b30907c95d93ee90af04a, ticket= BOOKKEEPER-801, release= 4.3.1, creationDate= 2014-12-12]

Commit[ID= 264995cf2fc97ae527a8c24b369790a424d88d87, ticket= BOOKKEEPER-803, release= 4.3.1, creationDate= 2014-12-12]

Commit[ID= 4050e79654704ebc0224cc024980e297fdc56473, release= 4.3.1, creationDate= 2015-01-12]

Commit[ID= 99b40326fed855906b709cbe1f562f45bda79e5d, release= 4.3.1, creationDate= 2015-01-13]

Commit[ID= 0d6a65d3b14122f0c0a3a4e9d6a4fbe569165ec7, release= 4.3.1, creationDate= 2015-01-16]

Commit[ID= afbab15ad6778f1010b726b7f765a47417fbbed0, release= 4.3.1, creationDate= 2015-01-19]

Commit[ID= 8b23bd30c5e7388e91f650615671d754a9ee2727, ticket= BOOKKEEPER-838, release= 4.3.1, creationDate= 2015-02-23]

Commit[ID= e89ee080f1894143ed3415f27017b89eefe3ceb1, ticket= BOOKKEEPER-839, release= 4.3.1, creationDate= 2015-03-12]

Commit[ID= 0c7dfc077b413d4019b68133cb7461832eae3541, release= 4.3.1, creationDate= 2015-03-12]

Commit[ID= f2928dca4860b3c1461b99b834992e16901c8a87, ticket= BOOKKEEPER-831, release= 4.3.1, creationDate= 2015-03-12]

Commit[ID= 68c5b5a40c33b813482e8a2371eedcb2e0d224e8, ticket= BOOKKEEPER-840, release= 4.3.1, creationDate= 2015-03-18]

Commit[ID= 4a4802ab5ef1a98eb40cd2bfb4b2f76409745220, ticket= BOOKKEEPER-828, release= 4.3.1, creationDate= 2015-03-18]

Commit[ID= 7177f2a03c52ca0457ea7d1a9c946f194ffb1c5f, ticket= BOOKKEEPER-834, release= 4.3.1, creationDate= 2015-03-18]

Commit[ID= c181ea8aa409ed17f28e5b901ae33adc0faaf4be, release= 4.3.1, creationDate= 2015-03-18]

Commit[ID= 638b332569a0ce4c502cc4d15be535a67d464f9d, release= 4.3.1, creationDate= 2015-03-18]

Commit[ID= 6622b46d4979c92cd9c3f450e3832d63513c6a22, release= 4.3.1, creationDate= 2015-04-21]

Commit[ID= fe6259c7eade644c8d2a5e96aba61c1792d64843, release= 4.3.1, creationDate= 2015-04-21]

Commit[ID= b24cd7fd85bb3235036e660ff3a295dc939705e6, ticket= BOOKKEEPER-847, release= 4.3.1, creationDate= 2015-04-21]

Commit[ID= 70da24d504e3f4cba0d87a0914a0add7ea19394d, ticket= BOOKKEEPER-848, release= 4.3.1, creationDate= 2015-04-21]

Commit[ID= b6dd505342051f267ca6af5fba1b70637c1e3fe0, release= 4.3.1, creationDate= 2015-04-21]

Commit[ID= e0d331781ec7a0e415bc6f16c38686aab34cb0c5, release= 4.3.1, creationDate= 2015-04-21]

Commit[ID= da1a2fa6b19ddcdba68834147bf6afbe5bf90cbf, ticket= BOOKKEEPER-833, release= 4.3.1, creationDate= 2015-04-21]

Commit[ID= 26b17cba50aded931afb2e66d549fbeb8f4f1d39, release= 4.3.1, creationDate= 2015-04-21]

Commit[ID= 6688d96b52072496202f607f8c55976472f4c9a6, ticket= BOOKKEEPER-835, release= 4.3.1, creationDate= 2015-05-19]

Commit[ID= 5bd2edbf82bd0c8bd9ea9e507b07d23cb856f934, ticket= BOOKKEEPER-835, release= 4.3.1, creationDate= 2015-05-19]

Commit[ID= 1387b2be44686abfe78bf4efee4ad52d2d699e12, ticket= BOOKKEEPER-854, release= 4.3.1, creationDate= 2015-05-20]

Commit[ID= 6286c39eaa8f7422323fc3405c72f9c6333f444f, ticket= BOOKKEEPER-821, release= 4.3.1, creationDate= 2015-05-20]

Commit[ID= 35fbcc357970f126b6b9f9a7bf2a453bd3786044, ticket= BOOKKEEPER-858, release= 4.3.2, creationDate= 2015-06-02]

Commit[ID= 8df7e0fb18547e9805238f4bb15d3d0d67978422, ticket= BOOKKEEPER-823, release= 4.3.2, creationDate= 2015-07-07]

Commit[ID= a80bba272ecd7344ac552f3888ef5db49cbbdeb5, release= 4.3.2, creationDate= 2015-07-10]

Commit[ID= 8c1b9ebc22988aabb42ba9cfe79be8898fc5a69e, release= 4.3.2, creationDate= 2015-07-16]

Commit[ID= 8bf97fb5ba115b1d053bbc9a779335455e6926c5, release= 4.3.2, creationDate= 2015-07-28]

Commit[ID= c29a4f2601f72f8543cc4b1db419c84b01de75ce, ticket= BOOKKEEPER-863, release= 4.3.2, creationDate= 2015-08-12]

Commit[ID= a59bd5687e2f5c4a4ac3f2a957543b5a1a3148d8, ticket= BOOKKEEPER-802, release= 4.3.2, creationDate= 2015-09-07]

Commit[ID= 5662416d8ecef535fb089baa0a10e0dae08ae805, release= 4.3.2, creationDate= 2015-09-15]

Commit[ID= 6cfecea6c3e2b6e327fb53ac85f1894df81a10b2, release= 4.3.2, creationDate= 2015-10-06]

Commit[ID= 48ab23ef3e16f8edfda2a977f9c0fc99c441db40, release= 4.3.2, creationDate= 2015-10-06]

Commit[ID= 885cebf113ea104dc579f93d6e112825a3bf1959, release= 4.3.2, creationDate= 2015-10-06]

Commit[ID= 9803ee8e6293dcd0346b1ca3cb0f2666b5e12382, ticket= BOOKKEEPER-872, release= 4.3.2, creationDate= 2015-10-10]

Commit[ID= 8a3922e00d5fc3f82cb28ca032595b02db1a516e, release= 4.3.2, creationDate= 2015-10-16]

Commit[ID= 355ddbc7c13e39c49a58371d467e87aa80f696d7, release= 4.3.2, creationDate= 2015-10-22]

Commit[ID= e47fb5703d1a26db238dd20aa58bc580830dd5af, release= 4.3.2, creationDate= 2015-10-22]

Commit[ID= e42efa9a84d554c8c0cdc9faf39d5efb85fe01f0, release= 4.4.0, creationDate= 2016-01-22]

Commit[ID= 19160e44d3d6814127e35f9a2c1062bcae57213f, release= 4.4.0, creationDate= 2016-01-24]

